,fips,county_name,state_name,county_state
183,5143,Washington County,Arkansas,Washington-Arkansas
184,5145,White County,Arkansas,White-Arkansas
185,5147,Woodruff County,Arkansas,Woodruff-Arkansas
186,5149,Yell County,Arkansas,Yell-Arkansas
187,6001,Alameda County,California,Alameda-California
188,6003,Alpine County,California,Alpine-California
189,6005,Amador County,California,Amador-California
190,6007,Butte County,California,Butte-California
191,6009,Calaveras County,California,Calaveras-California
192,6011,Colusa County,California,Colusa-California
193,6013,Contra Costa County,California,Contra Costa-California
194,6015,Del Norte County,California,Del Norte-California
195,6017,El Dorado County,California,El Dorado-California
196,6019,Fresno County,California,Fresno-California
197,6021,Glenn County,California,Glenn-California
198,6023,Humboldt County,California,Humboldt-California
199,6025,Imperial County,California,Imperial-California
200,6027,Inyo County,California,Inyo-California
201,6029,Kern County,California,Kern-California
202,6031,Kings County,California,Kings-California
203,6033,Lake County,California,Lake-California
204,6035,Lassen County,California,Lassen-California
205,6037,Los Angeles County,California,Los Angeles-California
206,6039,Madera County,California,Madera-California
207,6041,Marin County,California,Marin-California
208,6043,Mariposa County,California,Mariposa-California
209,6045,Mendocino County,California,Mendocino-California
210,6047,Merced County,California,Merced-California
211,6049,Modoc County,California,Modoc-California
212,6051,Mono County,California,Mono-California
213,6053,Monterey County,California,Monterey-California
214,6055,Napa County,California,Napa-California
215,6057,Nevada County,California,Nevada-California
216,6059,Orange County,California,Orange-California
217,6061,Placer County,California,Placer-California
218,6063,Plumas County,California,Plumas-California
219,6065,Riverside County,California,Riverside-California
220,6067,Sacramento County,California,Sacramento-California
221,6069,San Benito County,California,San Benito-California
222,6071,San Bernardino County,California,San Bernardino-California
223,6073,San Diego County,California,San Diego-California
224,6075,San Francisco County,California,San Francisco-California
225,6077,San Joaquin County,California,San Joaquin-California
226,6079,San Luis Obispo County,California,San Luis Obispo-California
227,6081,San Mateo County,California,San Mateo-California
228,6083,Santa Barbara County,California,Santa Barbara-California
229,6085,Santa Clara County,California,Santa Clara-California
230,6087,Santa Cruz County,California,Santa Cruz-California
231,6089,Shasta County,California,Shasta-California
232,6091,Sierra County,California,Sierra-California
233,6093,Siskiyou County,California,Siskiyou-California
234,6095,Solano County,California,Solano-California
235,6097,Sonoma County,California,Sonoma-California
236,6099,Stanislaus County,California,Stanislaus-California
237,6101,Sutter County,California,Sutter-California
238,6103,Tehama County,California,Tehama-California
239,6105,Trinity County,California,Trinity-California
240,6107,Tulare County,California,Tulare-California
241,6109,Tuolumne County,California,Tuolumne-California
242,6111,Ventura County,California,Ventura-California
243,6113,Yolo County,California,Yolo-California
244,6115,Yuba County,California,Yuba-California
245,8001,Adams County,Colorado,Adams-Colorado
246,8003,Alamosa County,Colorado,Alamosa-Colorado
247,8005,Arapahoe County,Colorado,Arapahoe-Colorado
248,8007,Archuleta County,Colorado,Archuleta-Colorado
249,8009,Baca County,Colorado,Baca-Colorado
250,8011,Bent County,Colorado,Bent-Colorado
251,8013,Boulder County,Colorado,Boulder-Colorado
252,8014,Broomfield County,Colorado,Broomfield-Colorado
253,8015,Chaffee County,Colorado,Chaffee-Colorado
254,8017,Cheyenne County,Colorado,Cheyenne-Colorado
255,8019,Clear Creek County,Colorado,Clear Creek-Colorado
256,8021,Conejos County,Colorado,Conejos-Colorado
257,8023,Costilla County,Colorado,Costilla-Colorado
258,8025,Crowley County,Colorado,Crowley-Colorado
259,8027,Custer County,Colorado,Custer-Colorado
260,8029,Delta County,Colorado,Delta-Colorado
261,8031,Denver County,Colorado,Denver-Colorado
262,8033,Dolores County,Colorado,Dolores-Colorado
263,8035,Douglas County,Colorado,Douglas-Colorado
264,8037,Eagle County,Colorado,Eagle-Colorado
265,8039,Elbert County,Colorado,Elbert-Colorado
266,8041,El Paso County,Colorado,El Paso-Colorado
267,8043,Fremont County,Colorado,Fremont-Colorado
268,8045,Garfield County,Colorado,Garfield-Colorado
269,8047,Gilpin County,Colorado,Gilpin-Colorado
270,8049,Grand County,Colorado,Grand-Colorado
271,8051,Gunnison County,Colorado,Gunnison-Colorado
272,8053,Hinsdale County,Colorado,Hinsdale-Colorado
273,8055,Huerfano County,Colorado,Huerfano-Colorado
274,8057,Jackson County,Colorado,Jackson-Colorado
275,8059,Jefferson County,Colorado,Jefferson-Colorado
276,8061,Kiowa County,Colorado,Kiowa-Colorado
277,8063,Kit Carson County,Colorado,Kit Carson-Colorado
278,8065,Lake County,Colorado,Lake-Colorado
279,8067,La Plata County,Colorado,La Plata-Colorado
280,8069,Larimer County,Colorado,Larimer-Colorado
281,8071,Las Animas County,Colorado,Las Animas-Colorado
282,8073,Lincoln County,Colorado,Lincoln-Colorado
283,8075,Logan County,Colorado,Logan-Colorado
284,8077,Mesa County,Colorado,Mesa-Colorado
285,8079,Mineral County,Colorado,Mineral-Colorado
286,8081,Moffat County,Colorado,Moffat-Colorado
287,8083,Montezuma County,Colorado,Montezuma-Colorado
288,8085,Montrose County,Colorado,Montrose-Colorado
289,8087,Morgan County,Colorado,Morgan-Colorado
290,8089,Otero County,Colorado,Otero-Colorado
291,8091,Ouray County,Colorado,Ouray-Colorado
292,8093,Park County,Colorado,Park-Colorado
293,8095,Phillips County,Colorado,Phillips-Colorado
294,8097,Pitkin County,Colorado,Pitkin-Colorado
295,8099,Prowers County,Colorado,Prowers-Colorado
296,8101,Pueblo County,Colorado,Pueblo-Colorado
297,8103,Rio Blanco County,Colorado,Rio Blanco-Colorado
298,8105,Rio Grande County,Colorado,Rio Grande-Colorado
299,8107,Routt County,Colorado,Routt-Colorado
300,8109,Saguache County,Colorado,Saguache-Colorado
301,8111,San Juan County,Colorado,San Juan-Colorado
302,8113,San Miguel County,Colorado,San Miguel-Colorado
303,8115,Sedgwick County,Colorado,Sedgwick-Colorado
304,8117,Summit County,Colorado,Summit-Colorado
305,8119,Teller County,Colorado,Teller-Colorado
306,8121,Washington County,Colorado,Washington-Colorado
307,8123,Weld County,Colorado,Weld-Colorado
308,8125,Yuma County,Colorado,Yuma-Colorado
309,9001,Fairfield County,Connecticut,Fairfield-Connecticut
310,9003,Hartford County,Connecticut,Hartford-Connecticut
311,9005,Litchfield County,Connecticut,Litchfield-Connecticut
312,9007,Middlesex County,Connecticut,Middlesex-Connecticut
313,9009,New Haven County,Connecticut,New Haven-Connecticut
314,9011,New London County,Connecticut,New London-Connecticut
315,9013,Tolland County,Connecticut,Tolland-Connecticut
316,9015,Windham County,Connecticut,Windham-Connecticut
317,10001,Kent County,Delaware,Kent-Delaware
318,10003,New Castle County,Delaware,New Castle-Delaware
319,10005,Sussex County,Delaware,Sussex-Delaware
320,11001,District of Columbia,District of Columbia,District of Columbia-District of Columbia
321,11001,District of Columbia,District of Columbia,District of Columbia-District of Columbia
322,12001,Alachua County,Florida,Alachua-Florida
323,12003,Baker County,Florida,Baker-Florida
324,12005,Bay County,Florida,Bay-Florida
325,12007,Bradford County,Florida,Bradford-Florida
326,12009,Brevard County,Florida,Brevard-Florida
327,12011,Broward County,Florida,Broward-Florida
328,12013,Calhoun County,Florida,Calhoun-Florida
329,12015,Charlotte County,Florida,Charlotte-Florida
330,12017,Citrus County,Florida,Citrus-Florida
331,12019,Clay County,Florida,Clay-Florida
332,12021,Collier County,Florida,Collier-Florida
333,12023,Columbia County,Florida,Columbia-Florida
334,12027,DeSoto County,Florida,DeSoto-Florida
335,12029,Dixie County,Florida,Dixie-Florida
336,12031,Duval County,Florida,Duval-Florida
337,12033,Escambia County,Florida,Escambia-Florida
338,12035,Flagler County,Florida,Flagler-Florida
339,12037,Franklin County,Florida,Franklin-Florida
340,12039,Gadsden County,Florida,Gadsden-Florida
341,12041,Gilchrist County,Florida,Gilchrist-Florida
342,12043,Glades County,Florida,Glades-Florida
343,12045,Gulf County,Florida,Gulf-Florida
344,12047,Hamilton County,Florida,Hamilton-Florida
345,12049,Hardee County,Florida,Hardee-Florida
346,12051,Hendry County,Florida,Hendry-Florida
347,12053,Hernando County,Florida,Hernando-Florida
348,12055,Highlands County,Florida,Highlands-Florida
349,12057,Hillsborough County,Florida,Hillsborough-Florida
350,12059,Holmes County,Florida,Holmes-Florida
351,12061,Indian River County,Florida,Indian River-Florida
352,12063,Jackson County,Florida,Jackson-Florida
353,12065,Jefferson County,Florida,Jefferson-Florida
354,12067,Lafayette County,Florida,Lafayette-Florida
355,12069,Lake County,Florida,Lake-Florida
356,12071,Lee County,Florida,Lee-Florida
357,12073,Leon County,Florida,Leon-Florida
358,12075,Levy County,Florida,Levy-Florida
359,12077,Liberty County,Florida,Liberty-Florida
360,12079,Madison County,Florida,Madison-Florida
361,12081,Manatee County,Florida,Manatee-Florida
362,12083,Marion County,Florida,Marion-Florida
363,12085,Martin County,Florida,Martin-Florida
364,12086,Miami-Dade County,Florida,Miami-Dade-Florida
365,12087,Monroe County,Florida,Monroe-Florida
366,12089,Nassau County,Florida,Nassau-Florida
367,12091,Okaloosa County,Florida,Okaloosa-Florida
368,12093,Okeechobee County,Florida,Okeechobee-Florida
369,12095,Orange County,Florida,Orange-Florida
370,12097,Osceola County,Florida,Osceola-Florida
371,12099,Palm Beach County,Florida,Palm Beach-Florida
372,12101,Pasco County,Florida,Pasco-Florida
373,12103,Pinellas County,Florida,Pinellas-Florida
374,12105,Polk County,Florida,Polk-Florida
375,12107,Putnam County,Florida,Putnam-Florida
376,12109,St. Johns County,Florida,St. Johns-Florida
377,12111,St. Lucie County,Florida,St. Lucie-Florida
378,12113,Santa Rosa County,Florida,Santa Rosa-Florida
379,12115,Sarasota County,Florida,Sarasota-Florida
380,12117,Seminole County,Florida,Seminole-Florida
381,12119,Sumter County,Florida,Sumter-Florida
382,12121,Suwannee County,Florida,Suwannee-Florida
383,12123,Taylor County,Florida,Taylor-Florida
384,12125,Union County,Florida,Union-Florida
385,12127,Volusia County,Florida,Volusia-Florida
386,12129,Wakulla County,Florida,Wakulla-Florida
387,12131,Walton County,Florida,Walton-Florida
388,12133,Washington County,Florida,Washington-Florida
389,13001,Appling County,Georgia,Appling-Georgia
390,13003,Atkinson County,Georgia,Atkinson-Georgia
391,13005,Bacon County,Georgia,Bacon-Georgia
392,13007,Baker County,Georgia,Baker-Georgia
393,13009,Baldwin County,Georgia,Baldwin-Georgia
394,13011,Banks County,Georgia,Banks-Georgia
395,13013,Barrow County,Georgia,Barrow-Georgia
396,13015,Bartow County,Georgia,Bartow-Georgia
397,13017,Ben Hill County,Georgia,Ben Hill-Georgia
398,13019,Berrien County,Georgia,Berrien-Georgia
399,13021,Bibb County,Georgia,Bibb-Georgia
400,13023,Bleckley County,Georgia,Bleckley-Georgia
401,13025,Brantley County,Georgia,Brantley-Georgia
402,13027,Brooks County,Georgia,Brooks-Georgia
403,13029,Bryan County,Georgia,Bryan-Georgia
404,13031,Bulloch County,Georgia,Bulloch-Georgia
405,13033,Burke County,Georgia,Burke-Georgia
406,13035,Butts County,Georgia,Butts-Georgia
407,13037,Calhoun County,Georgia,Calhoun-Georgia
408,13039,Camden County,Georgia,Camden-Georgia
409,13043,Candler County,Georgia,Candler-Georgia
410,13045,Carroll County,Georgia,Carroll-Georgia
411,13047,Catoosa County,Georgia,Catoosa-Georgia
412,13049,Charlton County,Georgia,Charlton-Georgia
413,13051,Chatham County,Georgia,Chatham-Georgia
414,13053,Chattahoochee County,Georgia,Chattahoochee-Georgia
415,13055,Chattooga County,Georgia,Chattooga-Georgia
416,13057,Cherokee County,Georgia,Cherokee-Georgia
417,13059,Clarke County,Georgia,Clarke-Georgia
418,13061,Clay County,Georgia,Clay-Georgia
419,13063,Clayton County,Georgia,Clayton-Georgia
420,13065,Clinch County,Georgia,Clinch-Georgia
421,13067,Cobb County,Georgia,Cobb-Georgia
422,13069,Coffee County,Georgia,Coffee-Georgia
423,13071,Colquitt County,Georgia,Colquitt-Georgia
424,13073,Columbia County,Georgia,Columbia-Georgia
425,13075,Cook County,Georgia,Cook-Georgia
426,13077,Coweta County,Georgia,Coweta-Georgia
427,13079,Crawford County,Georgia,Crawford-Georgia
428,13081,Crisp County,Georgia,Crisp-Georgia
429,13083,Dade County,Georgia,Dade-Georgia
430,13085,Dawson County,Georgia,Dawson-Georgia
431,13087,Decatur County,Georgia,Decatur-Georgia
432,13089,DeKalb County,Georgia,DeKalb-Georgia
433,13091,Dodge County,Georgia,Dodge-Georgia
434,13093,Dooly County,Georgia,Dooly-Georgia
435,13095,Dougherty County,Georgia,Dougherty-Georgia
436,13097,Douglas County,Georgia,Douglas-Georgia
437,13099,Early County,Georgia,Early-Georgia
438,13101,Echols County,Georgia,Echols-Georgia
439,13103,Effingham County,Georgia,Effingham-Georgia
440,13105,Elbert County,Georgia,Elbert-Georgia
441,13107,Emanuel County,Georgia,Emanuel-Georgia
442,13109,Evans County,Georgia,Evans-Georgia
443,13111,Fannin County,Georgia,Fannin-Georgia
444,13113,Fayette County,Georgia,Fayette-Georgia
445,13115,Floyd County,Georgia,Floyd-Georgia
446,13117,Forsyth County,Georgia,Forsyth-Georgia
447,13119,Franklin County,Georgia,Franklin-Georgia
448,13121,Fulton County,Georgia,Fulton-Georgia
449,13123,Gilmer County,Georgia,Gilmer-Georgia
450,13125,Glascock County,Georgia,Glascock-Georgia
451,13127,Glynn County,Georgia,Glynn-Georgia
452,13129,Gordon County,Georgia,Gordon-Georgia
453,13131,Grady County,Georgia,Grady-Georgia
454,13133,Greene County,Georgia,Greene-Georgia
455,13135,Gwinnett County,Georgia,Gwinnett-Georgia
456,13137,Habersham County,Georgia,Habersham-Georgia
457,13139,Hall County,Georgia,Hall-Georgia
458,13141,Hancock County,Georgia,Hancock-Georgia
459,13143,Haralson County,Georgia,Haralson-Georgia
460,13145,Harris County,Georgia,Harris-Georgia
461,13147,Hart County,Georgia,Hart-Georgia
462,13149,Heard County,Georgia,Heard-Georgia
463,13151,Henry County,Georgia,Henry-Georgia
464,13153,Houston County,Georgia,Houston-Georgia
465,13155,Irwin County,Georgia,Irwin-Georgia
466,13157,Jackson County,Georgia,Jackson-Georgia
467,13159,Jasper County,Georgia,Jasper-Georgia
468,13161,Jeff Davis County,Georgia,Jeff Davis-Georgia
469,13163,Jefferson County,Georgia,Jefferson-Georgia
470,13165,Jenkins County,Georgia,Jenkins-Georgia
471,13167,Johnson County,Georgia,Johnson-Georgia
472,13169,Jones County,Georgia,Jones-Georgia
473,13171,Lamar County,Georgia,Lamar-Georgia
474,13173,Lanier County,Georgia,Lanier-Georgia
475,13175,Laurens County,Georgia,Laurens-Georgia
476,13177,Lee County,Georgia,Lee-Georgia
477,13179,Liberty County,Georgia,Liberty-Georgia
478,13181,Lincoln County,Georgia,Lincoln-Georgia
479,13183,Long County,Georgia,Long-Georgia
480,13185,Lowndes County,Georgia,Lowndes-Georgia
481,13187,Lumpkin County,Georgia,Lumpkin-Georgia
482,13189,McDuffie County,Georgia,McDuffie-Georgia
483,13191,McIntosh County,Georgia,McIntosh-Georgia
484,13193,Macon County,Georgia,Macon-Georgia
485,13195,Madison County,Georgia,Madison-Georgia
486,13197,Marion County,Georgia,Marion-Georgia
487,13199,Meriwether County,Georgia,Meriwether-Georgia
488,13201,Miller County,Georgia,Miller-Georgia
489,13205,Mitchell County,Georgia,Mitchell-Georgia
490,13207,Monroe County,Georgia,Monroe-Georgia
491,13209,Montgomery County,Georgia,Montgomery-Georgia
492,13211,Morgan County,Georgia,Morgan-Georgia
493,13213,Murray County,Georgia,Murray-Georgia
494,13215,Muscogee County,Georgia,Muscogee-Georgia
495,13217,Newton County,Georgia,Newton-Georgia
496,13219,Oconee County,Georgia,Oconee-Georgia
497,13221,Oglethorpe County,Georgia,Oglethorpe-Georgia
498,13223,Paulding County,Georgia,Paulding-Georgia
499,13225,Peach County,Georgia,Peach-Georgia
500,13227,Pickens County,Georgia,Pickens-Georgia
501,13229,Pierce County,Georgia,Pierce-Georgia
502,13231,Pike County,Georgia,Pike-Georgia
503,13233,Polk County,Georgia,Polk-Georgia
504,13235,Pulaski County,Georgia,Pulaski-Georgia
505,13237,Putnam County,Georgia,Putnam-Georgia
506,13239,Quitman County,Georgia,Quitman-Georgia
507,13241,Rabun County,Georgia,Rabun-Georgia
508,13243,Randolph County,Georgia,Randolph-Georgia
509,13245,Richmond County,Georgia,Richmond-Georgia
510,13247,Rockdale County,Georgia,Rockdale-Georgia
511,13249,Schley County,Georgia,Schley-Georgia
512,13251,Screven County,Georgia,Screven-Georgia
513,13253,Seminole County,Georgia,Seminole-Georgia
514,13255,Spalding County,Georgia,Spalding-Georgia
515,13257,Stephens County,Georgia,Stephens-Georgia
516,13259,Stewart County,Georgia,Stewart-Georgia
517,13261,Sumter County,Georgia,Sumter-Georgia
518,13263,Talbot County,Georgia,Talbot-Georgia
519,13265,Taliaferro County,Georgia,Taliaferro-Georgia
520,13267,Tattnall County,Georgia,Tattnall-Georgia
521,13269,Taylor County,Georgia,Taylor-Georgia
522,13271,Telfair County,Georgia,Telfair-Georgia
523,13273,Terrell County,Georgia,Terrell-Georgia
524,13275,Thomas County,Georgia,Thomas-Georgia
525,13277,Tift County,Georgia,Tift-Georgia
526,13279,Toombs County,Georgia,Toombs-Georgia
527,13281,Towns County,Georgia,Towns-Georgia
528,13283,Treutlen County,Georgia,Treutlen-Georgia
529,13285,Troup County,Georgia,Troup-Georgia
530,13287,Turner County,Georgia,Turner-Georgia
531,13289,Twiggs County,Georgia,Twiggs-Georgia
532,13291,Union County,Georgia,Union-Georgia
533,13293,Upson County,Georgia,Upson-Georgia
534,13295,Walker County,Georgia,Walker-Georgia
535,13297,Walton County,Georgia,Walton-Georgia
536,13299,Ware County,Georgia,Ware-Georgia
537,13301,Warren County,Georgia,Warren-Georgia
538,13303,Washington County,Georgia,Washington-Georgia
